@RELATION dn2b_-f2

@ATTRIBUTE f1 REAL
@ATTRIBUTE f3 REAL
@ATTRIBUTE f4 REAL
@ATTRIBUTE f5 REAL
@ATTRIBUTE y {0,1}

@DATA
-0.059373715,5.519494061,1,3,1
0.701698024,4.907554721,1,0,1
0.958043761,4.462004626,0,2,1
0.935043774,4.229876809,1,3,1
0.467084411,5.432083918,0,0,1
0.595903331,4.940847513,1,3,1
-0.050329542,4.247318979,1,1,0
-0.60372444,4.567234825,1,1,0
-0.559700355,5.079462539,1,0,0
-0.559097305,5.450462091,1,0,0
-0.923438323,5.791045262,1,6,1
-0.668056336,5.213297889,1,4,1
0.642144531,4.562681349,1,1,1
0.40424878,4.050120219,0,0,1
0.209429283,4.905108343,1,6,1
0.234204771,5.989118291,0,3,1
-0.274851797,5.146159925,0,1,0
-0.956032085,4.968265298,0,0,0
0.037899267,4.572934495,0,2,0
-0.75210773,4.5649797,0,5,0
-0.999864967,4.589712771,0,6,0
-0.876226618,4.290623445,0,2,0
0.863094286,5.061266617,0,1,1
-0.305306703,4.549821929,1,0,0
-0.310584108,4.84742986,0,6,0
-0.499970339,4.873947953,1,0,0
-0.185614559,5.238504063,1,5,1
0.112682017,6.461780194,1,6,1
0.652559227,4.488935685,1,0,1
-0.675961844,5.170558911,0,1,0
-0.796356395,4.486544363,1,5,1
-0.225949086,4.635160299,0,0,0
0.432936955,5.279084808,0,0,1
0.369744789,5.012839185,1,0,1
0.640111599,3.978204508,1,5,1
-0.89639829,4.751483773,1,1,0
0.216625668,5.025025425,0,1,0
0.845623916,4.877318838,1,2,1
0.808483412,4.438850797,1,3,1
-0.314563226,4.631487014,1,4,1
-0.17455187,4.713928785,0,2,0
0.195697126,5.349073468,1,5,1
0.073018424,4.954097478,1,4,1
0.504356248,4.73161533,1,0,1
0.517636221,5.69961187,1,5,1
-0.877323088,3.92862747,1,1,0
-0.839216971,4.024275741,0,2,0
0.452351522,5.990698369,0,2,1
0.077800416,4.875900654,0,6,0
-0.259208847,5.037235155,1,0,0
-0.613915672,4.5128438,0,0,0
0.61122428,4.978092214,1,4,1
-0.525628174,5.055172871,1,4,1
0.479163517,4.512832183,1,4,1
0.005983856,4.821925099,1,4,1
-0.967240514,3.349827078,0,0,0
-0.957348206,5.256774611,1,4,0
0.600064851,5.02019078,1,1,1
0.803233278,5.573251404,0,0,1
0.048611607,4.403868198,1,5,1
-0.611136938,5.479914899,0,5,0
-0.060425444,4.755585989,1,6,1
0.207739919,4.94083074,1,6,1
-0.112726272,4.653882907,1,5,1
0.196278669,6.253848419,1,5,1
-0.955218541,4.757653904,1,1,0
0.596206285,5.632088667,1,6,1
-0.55566287,4.548357919,1,3,1
0.264916503,5.267293455,1,1,1
0.319761461,5.407326174,0,4,1
-0.540739472,5.017429665,1,6,1
-0.409060253,4.494957672,0,1,0
0.768923601,4.936259525,0,4,1
-0.355020795,5.384732521,0,3,0
0.256591785,4.093044177,1,1,1
0.172262495,4.829541248,1,0,0
-0.253409727,4.930636648,1,4,1
-0.055047816,4.242427332,1,2,1
-0.286026735,5.848629988,0,4,0
0.484941292,3.8197107,1,3,1
-0.219544782,4.873879927,1,2,1
0.884799826,5.093220455,1,4,1
-0.227232353,5.746674121,1,0,0
0.397383832,4.613398094,0,6,1
-0.202437591,3.891854953,1,3,1
-0.297320844,4.519429536,1,6,1
-0.397585551,5.294061412,0,1,0
0.026198197,5.214784633,1,5,1
0.720760901,4.917757023,0,6,1
-0.366266837,5.704822904,0,2,0
-0.037198724,6.525571567,1,3,1
0.555879159,5.223083185,0,0,1
0.473715862,5.448252472,1,2,1
-0.906249619,4.613630386,1,4,1
0.086238887,3.584807215,1,6,1
-0.226436562,5.271419553,0,5,0
-0.524550863,5.29500475,1,0,0
0.186700521,5.261026766,1,3,1
0.096525467,5.592794044,0,3,0
0.179288308,4.595546306,0,6,1
0.056849937,4.262619053,1,5,1
0.85867453,6.438642878,0,3,1
-0.620628632,4.576308564,0,0,0
0.791422866,4.942539309,1,1,1
0.841825511,5.74608678,0,3,1
-0.511446294,4.771387999,1,5,1
0.547545546,5.331565488,1,2,1
0.29342064,5.172357334,0,2,0
-0.179874183,5.821805303,1,6,1
-0.459006978,6.448193032,1,1,0
-0.551581814,5.736955665,1,1,0
0.746933362,5.377903431,0,4,1
-0.193673669,6.329539235,1,1,1
-0.061221289,4.590189031,1,4,1
0.368726056,5.636078937,0,5,1
0.719596243,4.824326416,1,4,1
-0.247874738,4.950774194,1,5,1
-0.923595269,5.054538061,1,5,1
0.279375488,4.189421824,1,4,1
-0.527620414,5.600892968,0,5,0
-0.551526478,6.003206704,1,2,0
0.082596028,5.068298954,0,3,0
-0.355959002,4.314874301,1,3,1
0.417652028,6.262699576,1,3,1
0.287950373,5.738193913,0,2,1
-0.788729516,5.419383037,1,0,0
-0.596489551,4.67412031,1,6,1
0.044933235,5.434991403,0,6,0
-0.665502083,5.625189751,1,0,0
0.486322049,5.900258886,0,3,1
-0.172261517,5.514556882,1,5,1
0.435328681,4.071855297,1,5,1
-0.821312942,4.522591428,0,0,0
0.764064664,5.432249288,0,1,1
-0.566226964,4.203976116,1,0,0
-0.002781464,3.923810005,0,5,0
0.739873625,3.755541076,1,6,1
-0.914962399,5.414541018,0,1,0
-0.534121215,4.627426006,1,1,0
-0.457320507,4.441617473,0,4,0
-0.978175222,5.119966275,1,3,0
0.124674739,5.242263275,1,1,1
-0.605089673,5.381856382,1,1,0
-0.604013256,5.510014956,0,4,0
-0.940174616,4.076585607,1,1,0
-0.63973408,4.256758896,0,2,0
0.570215249,6.058036658,1,6,1
-0.802310564,5.698059527,0,0,0
-0.740365489,6.124524525,1,1,0
-0.926422961,5.018849299,0,6,0
0.384293743,4.62144007,0,0,1
0.532688395,5.247524822,1,3,1
-0.696441626,5.050723664,0,0,0
0.047503687,5.518747594,1,1,1
-0.655293713,5.656010204,0,5,0
-0.148803164,4.386587626,0,0,0
0.543348102,3.824222449,0,4,1
0.52489729,4.170822771,0,5,1
-0.557932592,6.472326525,0,5,0
-0.600767372,5.435479655,0,3,0
0.61397927,4.446785813,1,5,1
0.001128256,5.24408364,0,4,0
-0.07765397,4.445226413,0,2,0
-0.875876034,5.309727874,0,1,0
0.119606951,4.769203599,0,3,0
-0.502916553,5.677699422,0,3,0
-0.258078674,5.862761477,0,4,0
-0.75101833,4.996753038,0,2,0
0.049215391,6.026770724,1,0,0
0.482799182,5.594744579,1,1,1
-0.856495759,5.18149381,0,6,0
-0.389520555,4.380943051,1,5,1
-0.263924756,4.881659015,0,5,0
0.311887967,4.867575804,1,4,1
0.725991536,5.24070279,0,0,1
0.290528413,6.043336452,1,4,1
0.628886298,5.841899372,0,5,1
0.163978101,4.237139241,1,0,1
0.296759713,4.569039561,1,5,1
0.794369555,4.565562482,0,0,1
0.297484647,4.469809822,0,6,0
-0.423370663,5.843300318,1,2,1
0.313001314,5.739942554,0,3,0
-0.406967758,3.597019859,1,5,1
-0.483585332,4.701091238,0,3,0
-0.863829889,4.253506766,0,4,0
-0.768472418,5.06783808,1,6,1
0.733771128,5.496016783,0,5,1
-0.758229163,4.117932127,1,6,1
0.437532543,5.98331818,1,2,1
0.256434121,5.49669788,1,6,1
-0.021404299,5.280348148,0,0,0
-0.113445007,4.772764514,1,6,1
0.743379723,5.184499004,1,6,1
0.36814439,4.783850705,1,3,1
0.111161348,4.003198137,1,4,1
0.503468618,4.85159432,1,4,1
0.633559335,3.991881592,0,5,1
-0.400120335,4.936365941,0,6,0
0.3537434,4.056346289,1,6,1
0.459878108,4.597794634,1,1,1
-0.440862825,4.901471112,1,0,0
-0.712064137,5.707746163,0,5,0
-0.14460192,6.545951191,0,1,0
0.192158123,4.829183257,0,0,0
-0.332516303,4.6547207,1,3,1
0.315557562,6.619507091,1,6,1
0.46918832,5.113905095,1,0,1
-0.808133621,5.20749036,0,1,0
-0.268852758,4.987980896,0,6,0
-0.779692416,4.822537212,0,0,0
0.567115537,5.866080491,0,4,1
0.198107039,4.984596404,0,5,0
0.678657037,4.81227268,0,3,1
0.691581321,4.40884709,1,0,1
0.482950764,5.05869683,1,4,1
-0.584361493,4.72455068,0,0,0
-0.690705803,4.373736157,1,3,0
-0.281667567,5.45095292,0,6,0
-0.182552,4.751045441,0,2,0
-0.925575509,5.240615338,1,2,0
0.671769356,6.119511702,0,6,1
-0.593239753,5.989590637,0,3,0
0.478746367,4.278629681,1,6,1
-0.598811809,5.598923697,0,3,0
-0.472344357,3.805778639,1,2,0
-0.957289986,5.318737859,0,1,0
-0.932960833,5.196997135,0,0,0
0.428002356,5.389582358,0,1,1
0.254101169,4.110621225,0,0,1
0.608735999,4.420834687,0,6,1
0.508973267,3.604938397,0,6,1
-0.14805575,4.007665042,0,3,0
-0.874496692,4.120684743,1,2,0
0.251079936,5.279342768,1,0,0
0.703574117,5.074484691,0,0,1
0.305318516,5.185345288,0,1,0
-0.556825053,4.395784957,1,2,0
-0.139888037,4.828820909,0,4,0
0.545488209,4.989335953,1,2,1
0.874540974,5.598220881,0,3,1
0.7296819,5.287786049,1,4,1
0.645142378,6.414869862,0,0,1
-0.994222252,5.602568402,1,3,0
-0.828869236,5.935226388,0,5,0
0.707336466,5.678577248,0,2,1
0.289600845,5.046913234,1,1,1
0.739070618,4.897073735,0,1,1
-0.959813197,5.696382223,1,4,0
-0.49083764,3.718813115,1,1,0
-0.917892284,4.540175553,1,1,0
0.888423334,5.008364605,0,4,1
-0.024084072,5.315352555,1,5,1
-0.624459193,4.669730256,0,1,0
0.067333035,3.996540109,1,0,1
0.904876838,5.257671836,1,3,1
-0.140045415,4.434717343,0,1,0
0.053615274,5.720581339,0,1,0
-0.304697494,5.3520634,1,1,0
0.193943816,6.024480303,0,4,1
0.367349512,5.374235005,0,5,1
0.062427051,5.219889888,1,5,1
0.670826418,5.557727598,1,6,1
0.248013145,4.543803438,0,1,0
0.010189313,5.533862407,0,1,0
0.670987593,5.444294856,0,3,1
-0.792007264,3.853848702,0,5,0
-0.491697793,3.966033569,0,4,0
0.915180491,4.107920146,1,2,1
0.762191271,5.546266962,0,2,1
0.067799513,4.23090644,1,6,1
0.499386747,5.4529565,1,1,1
-0.761006127,5.243809669,1,5,1
0.681736411,4.62634924,0,0,1
0.426099147,6.954783427,0,2,1
0.499465611,4.034795721,1,5,1
-0.383192127,5.089484786,0,2,0
0.405623057,4.980393498,1,3,1
0.725243284,5.288980401,0,6,1
0.589017739,6.656589069,1,2,1
-0.509973928,5.006436971,0,3,0
0.875249478,4.741613663,1,5,1
0.219968493,4.708416826,1,2,1
0.523910321,5.557636032,1,0,1
-0.910014683,4.088882467,1,1,0
-0.044388875,4.505907019,0,0,0
0.388495189,4.57679265,1,0,1
0.182523545,5.115432387,0,5,0
0.280582863,4.623366968,0,3,0
0.20218785,5.180858694,0,0,0
-0.713013093,4.98313479,1,1,0
0.312914893,4.373590279,1,0,0
-0.313049371,5.594504047,1,4,1
0.902472,4.526560511,0,4,1
-0.486635225,6.284204438,0,3,0
-0.966425425,4.482454237,0,6,0
0.252093454,4.137205532,0,4,1
-0.59375859,5.1340577,0,0,0
0.12546357,4.843844806,1,0,0
0.869171998,4.915677828,0,4,1
-0.111008282,5.515495323,0,1,0
0.038669815,4.849144585,1,1,1
-0.04397793,5.903033825,0,1,0
-0.92827118,4.604329257,1,3,0
0.544593334,4.546792577,1,0,1
-0.435974474,6.071663739,0,3,0
0.396291875,5.887960935,0,5,1
-0.866092318,4.798200669,0,3,0
0.202201019,4.735589894,1,0,1
0.855532719,4.094101473,0,5,1
-0.019729207,6.026766723,0,0,0
-0.423673675,5.419569199,0,3,0
-0.191082362,4.914992736,1,4,1
-0.261127857,4.389854034,0,4,0
-0.669256317,4.917561624,1,6,1
-0.626706549,4.096023411,0,5,0
0.584300445,4.531842073,1,5,1
-0.49627115,4.577356575,0,0,0
-0.118636121,5.316994307,1,2,1
0.104484256,4.502513507,1,5,1
-0.967324534,6.131284626,1,5,1
-0.423710322,4.803072546,1,6,1
-0.061714866,4.492978294,1,3,1
0.982381288,5.472475657,0,1,1
-0.684086401,3.508413108,0,5,0
-0.997850853,5.478797863,1,3,0
0.211122302,4.336223951,0,3,1
-0.237217465,5.825834745,0,0,0
-0.433717866,5.0330447,1,1,0
-0.014677638,4.232554068,0,2,0
0.453157886,4.793068369,1,6,1
-0.871169349,5.476619387,0,3,0
0.976483027,4.347602248,1,5,1
0.048010668,5.054017459,1,3,1
0.893386231,3.048730003,0,5,1
0.960987309,6.154638957,1,0,1
-0.363860917,5.823040989,0,3,0
-0.624114234,3.793867942,1,2,0
0.600153343,6.434378181,1,6,1
0.078266936,6.106074288,0,2,0
0.356509877,3.461626534,0,6,0
0.171553418,6.508132581,1,5,1
-0.390202952,4.416911711,0,3,0
-0.60849599,6.104084734,1,5,1
-0.269400925,5.352981225,1,5,1
-0.582262764,5.359917472,0,3,0
0.0471048,3.504590994,1,3,1
-0.81214926,4.971444614,1,5,1
0.925201159,5.349446248,0,1,1
-0.035331031,3.91915496,1,5,1
0.651173769,4.729083716,1,6,1
-0.996256029,4.114906629,0,0,0
-0.442205558,5.28779651,0,1,0
0.146579975,4.356029636,0,0,0
-0.619529774,6.481398785,0,0,0
-0.367251437,4.894997854,1,2,0
0.057426298,5.111877383,0,3,1
-0.068392786,5.328780323,0,5,0
0.896432372,5.271360784,0,5,1
0.15998351,5.330412027,0,0,0
-0.881636672,6.69972961,0,5,0
-0.445329997,6.001643042,1,4,1
-0.788569321,5.144083417,0,5,0
0.004587914,4.378296547,0,1,0
-0.890551346,4.288950437,0,5,0
0.40506335,5.454918253,1,3,1
0.583491726,6.47748469,0,5,1
-0.4549317,4.711173044,0,6,0
0.504666226,5.719726643,0,1,1
0.317874902,4.568842329,0,2,0
-0.66523695,6.113652464,0,3,0
-0.419318209,4.222644641,0,0,0
-0.702623989,4.944791263,1,1,0
-0.484984483,5.574805097,0,4,0
-0.973083956,4.605612575,1,6,1
-0.438251334,5.543433337,0,4,0
0.671534593,5.735812624,0,4,1
-0.166761107,4.435605603,0,5,0
-0.26945332,3.985804476,1,4,1
-0.550026617,5.672129872,0,2,0
0.367599096,4.554909117,0,4,1
0.443113712,5.323464443,1,0,1
0.118638881,4.401156687,1,0,1
0.231119598,4.342230206,0,0,1
0.259428521,3.693064761,0,5,0
-0.222373982,5.25709664,0,5,0
0.351664036,5.327855676,1,4,1
-0.175526529,5.160045515,0,3,0
0.820426731,4.759146978,1,2,1
0.988876913,4.997430412,0,0,1
-0.9400271,3.387871664,1,5,1
-0.849327626,6.089146514,0,2,0
-0.813461665,5.853170605,0,2,0
0.937513846,5.490930052,1,0,1
0.744871837,4.931920678,1,0,1
-0.594926308,5.114573318,0,2,0
-0.935556578,6.200645263,1,2,0
0.073447182,5.060843316,1,2,1
-0.029033785,5.049058171,0,2,0
-0.102337218,5.55793363,0,1,0
0.188350925,4.389771157,1,3,1
0.356448148,4.761800493,1,3,1
0.502757285,5.236521231,1,5,1
0.776601579,5.239818446,0,0,1
0.99377576,4.924196273,0,4,1
0.295577073,4.623567568,1,1,1
0.024083449,4.217451993,0,0,0
-0.834580372,4.918865703,0,0,0
-0.493074662,4.00625709,1,2,0
0.531784839,5.87907718,1,3,1
0.26235191,5.956296397,1,3,1
-0.017739439,4.891845709,1,5,1
-0.493943393,6.203312247,0,0,0
0.331926943,4.63551716,0,2,1
0.56870513,5.252399448,1,0,1
-0.441807151,4.370463828,0,4,0
0.046545611,5.238324452,0,6,0
-0.535698478,4.601648493,1,0,0
-0.29962879,5.031693729,1,2,1
0.485822193,4.308352408,0,1,1
0.35154676,3.931652001,1,4,1
-0.764993689,5.616469963,0,5,0
0.32895882,5.606721344,1,6,1
0.023288357,4.829291243,0,2,0
0.731285792,6.029253159,0,1,1
0.044301691,5.221133379,1,4,1
0.844173271,3.625044855,1,0,1
-0.671460755,6.099333369,1,4,1
-0.32141414,6.187839784,1,5,1
-0.433264484,5.12004202,1,4,1
0.815532474,3.923538817,0,2,1
-0.918145751,4.669895828,0,1,0
-0.817018211,5.269032541,1,0,0
0.387178647,3.697636999,1,2,1
0.059002951,5.641079164,0,4,0
-0.97060304,4.702246457,1,3,0
0.285877063,5.003310368,0,1,1
-0.672416876,5.454982684,0,3,0
0.186551067,6.138329229,1,5,1
0.50943275,5.470092801,0,3,1
-0.605659935,4.785623535,1,4,1
0.751961147,4.642541447,0,0,1
0.310239096,4.429536988,0,1,1
0.600393251,4.751610985,1,1,1
0.821420542,4.4068085,0,4,1
0.854375919,5.523598411,0,6,1
0.933972726,5.718169164,0,2,1
-0.384943563,3.424010868,0,1,0
-0.386064236,5.244618119,1,3,1
0.671808683,4.860421062,0,6,1
-0.715007349,6.39522054,1,3,0
0.721637983,4.901452656,1,4,1
-0.073272995,5.655433937,1,2,1
0.221816733,4.893472182,1,6,1
0.773880627,5.406417978,1,4,1
-0.54379538,5.710438535,0,0,0
0.021648954,5.658308452,1,3,1
0.453251403,5.826725723,0,2,1
0.735538221,4.892527755,0,0,1
0.895461052,4.54507586,0,2,1
-0.434366002,4.949004659,1,2,1
0.070326265,4.597092758,1,0,0
0.429097955,4.966672357,1,2,1
-0.651839133,5.911809682,0,2,0
-0.900198542,3.927392654,0,5,0
0.704376606,5.604251513,1,0,1
-0.288873428,4.998788945,1,2,1
-0.720875692,5.891982555,0,6,0
-0.316411461,4.406814143,1,2,1
0.38427371,5.005812839,1,0,1
-0.435557694,5.793755782,1,5,1
0.027516546,5.020597431,1,0,0
-0.038151885,4.155327424,1,6,1
-0.237525812,5.863294002,1,2,0
-0.649538272,4.744558349,0,5,0
0.645245672,4.484915183,1,1,1
-0.453338879,5.228842023,1,3,1
-0.513769302,4.768834166,0,1,0
-0.789684668,4.487786852,0,4,0
0.366849682,4.681302461,1,2,1
-0.499403728,4.485275879,1,3,1
-0.54111176,5.31478189,0,6,0
-0.354337993,4.141376282,0,3,0
0.047676964,4.887973159,0,3,0
0.106401573,5.868380819,1,0,1
-0.016414443,5.114608891,0,6,0
0.864999027,4.964515017,1,4,1
0.665864927,5.811531694,0,2,1
0.158937551,4.384565067,1,0,1
-0.936846785,5.127667619,0,6,0
-0.483271609,5.302179834,1,1,0
0.63875008,5.171131709,1,1,1
-0.591694291,3.603656349,1,5,1
0.8223704,4.990303035,1,6,1
0.236069347,4.609855386,0,4,1
-0.570318068,5.563586101,1,4,1
0.315164159,4.012686949,1,6,1
-0.47191349,5.111729836,1,0,0
0.158275402,3.78335123,0,0,0
-0.431722939,5.762895723,1,2,0
-0.399405879,4.896202735,1,3,1
-0.290685042,4.97845605,1,1,0
0.133597516,5.295154436,1,5,1
-0.079143001,5.542216296,1,3,1
-0.80104987,4.605875464,0,4,0
0.65080304,5.020905217,1,6,1
0.033044468,4.802012979,0,4,1
0.195972016,5.776127003,1,6,1
0.455691756,6.671014129,1,1,1
0.78066211,5.273206506,1,4,1
-0.679685336,4.497888998,1,6,1
0.807263146,4.858809585,0,0,1
0.118513071,4.434143015,1,5,1
-0.898312014,5.479323544,1,3,0
0.191633648,4.866445664,1,4,1
0.223975394,4.510604015,0,3,1
0.424752733,5.153313729,1,3,1
0.207280193,5.265251132,1,3,1
0.291175225,5.88590594,0,4,1
-0.487143629,4.596104658,0,3,0
0.010636382,5.047624848,1,5,1
0.00386407,4.921817583,1,6,1
0.772442192,4.593050432,1,5,1
-0.818732428,4.732150962,1,3,0
-0.159234883,3.192881308,1,2,1
0.112743968,4.945716788,0,5,1
-0.173509586,5.268471755,1,5,1
0.558779115,5.169135307,1,4,1
0.718063023,5.314151052,1,1,1
-0.761779758,5.32164261,0,3,0
-0.326528589,5.631996745,1,1,0
-0.729643297,4.937198994,0,3,0
0.766663077,4.711300626,1,2,1
0.267558827,3.90394478,0,1,1
-0.922639087,5.339292946,0,4,0
-0.076512993,5.084123273,0,3,0
-0.189720531,4.560816914,1,2,1
0.227254244,4.238804965,0,4,1
0.532954422,3.972117941,1,0,1
0.293792549,5.442037234,1,3,1
-0.866195774,4.965978548,0,0,0
-0.900943661,3.772153728,0,4,0
-0.484151827,5.147337759,1,6,1
0.029942113,4.488999769,0,0,0
-0.06989086,5.049169603,1,4,1
-0.249344085,3.753023208,0,5,0
-0.708767833,6.079139892,1,3,0
-0.555863311,5.228903681,1,6,1
0.466512245,4.73693921,1,1,1
-0.167240839,4.125605452,1,1,1
-0.652360388,3.840255791,0,0,0
-0.885037655,5.605025647,0,4,0
-0.885982422,5.79048444,1,6,1
-0.781962286,4.629294712,1,2,0
0.117176803,5.268298726,1,5,1
-0.556725037,4.609595069,1,2,0
0.297362251,4.802315594,0,1,1
0.051157553,4.780531681,1,4,1
0.358327419,4.448096086,0,5,1
-0.823856017,5.596173934,0,2,0
-0.235484238,3.837111637,1,1,1
0.653175619,4.932070013,0,5,1
-0.636944534,5.634064301,1,2,0
0.726822026,5.300130498,0,6,1
-0.930449709,5.987129575,0,0,0
-0.687233249,5.095119662,1,1,0
-0.514050514,5.36548745,0,1,0
0.387695909,4.852682056,0,5,1
0.231228509,3.387445219,0,1,1
0.42347574,4.183959115,1,3,1
-0.448964506,3.128697674,1,2,0
0.317950913,4.684717575,1,6,1
0.10233048,5.440523857,0,1,1
-0.340347295,5.244704814,1,4,1
0.30599001,4.703256487,0,0,1
-0.730718256,4.784932456,0,4,0
0.207850889,6.031045728,0,0,0
0.726895012,5.92156972,1,3,1
0.174679865,4.094104429,0,0,0
-0.475976931,5.375301792,1,5,1
-0.110721204,4.354807484,0,1,0
0.834630332,3.87164526,0,4,1
0.225195623,4.722610373,1,3,1
-0.764593004,6.171215747,1,3,0
-0.060261051,5.546078741,0,0,0
-0.593035695,6.734996328,0,1,0
-0.453670298,5.240997403,1,3,1
-0.834411191,4.935658745,0,3,0
0.976815865,4.195600647,1,6,1
0.219575208,4.452830832,1,6,1
-0.449538436,5.789704429,1,1,0
0.756279323,5.742237953,0,3,1
-0.416559258,4.80268813,1,6,1
-0.198141675,5.168269988,0,4,0
-0.546149504,5.743999869,0,1,0
-0.478745068,6.038495938,1,5,1
0.655383073,4.759612895,0,5,1
-0.744516745,5.84740574,0,1,0
-0.555923739,4.952954146,1,5,1
-0.02332597,5.846330123,0,4,0
0.396203416,5.948188379,1,2,1
0.555115949,4.923634718,0,4,1
-0.972276631,5.135187333,0,4,0
0.285795141,4.374067848,1,5,1
0.04769547,5.914645459,1,2,1
0.30879313,5.988567177,0,1,0
0.572210657,3.929273413,0,2,1
-0.764409987,6.487872607,0,4,0
-0.76247735,4.446634165,0,1,0
0.275054966,4.020650741,1,4,1
0.442340977,4.428578842,0,0,1
-0.878247449,5.469404072,1,0,0
0.446912623,5.807306173,0,6,1
0.868682718,5.614419407,1,4,1
0.809661682,6.305958266,0,1,1
0.971973428,4.697199185,0,1,1
0.490163015,4.891440107,1,5,1
-0.445049487,5.149547728,1,2,0
-0.826869962,4.163053036,1,1,0
-0.674683498,5.01760585,1,4,1
0.654137591,5.284564069,1,3,1
-0.867346744,6.183766506,0,2,0
0.198973652,4.958154196,0,2,0
0.288618218,5.002175087,0,1,0
0.909972816,4.038989393,0,3,1
0.502671889,4.485248244,1,4,1
0.640987896,5.456458575,0,5,1
-0.808512276,5.855517536,0,0,0
0.441489205,4.122147917,0,4,1
-0.877127151,3.939535319,0,4,0
0.868646321,5.386487489,1,5,1
0.705616221,5.278034989,1,5,1
0.496898458,4.44956614,1,3,1
-0.503783987,6.268011445,1,4,1
0.385582682,7.144450262,1,6,1
0.403768182,5.101406417,1,0,1
-0.559110172,6.180223066,1,0,0
0.81888975,5.188263881,1,3,1
-0.835983047,4.43276471,1,6,1
-0.981993403,4.429908396,1,6,1
-0.382589748,5.127083262,1,4,1
0.808414832,4.738178987,0,2,1
-0.629915218,3.870731482,1,0,0
-0.853959451,4.961388325,0,4,0
-0.186514931,5.21698517,0,6,0
0.841283108,3.551482882,1,0,1
0.889596285,5.564381389,0,0,1
-0.782529072,4.65339069,0,6,0
-0.478016523,5.902432905,0,3,0
0.788819229,4.013255161,0,0,1
0.333389002,5.59101267,1,0,1
0.859768925,5.541493049,1,1,1
-0.58763921,4.616644613,0,6,0
-0.46369874,4.219466242,0,1,0
0.274733796,6.264734903,0,5,1
0.991341605,5.008039801,0,5,1
0.381277095,4.762019917,1,2,1
0.496858225,5.536470833,1,2,1
-0.144675779,5.027572108,1,4,1
0.722502168,5.384798119,1,4,1
0.477093254,4.853015353,0,0,1
-0.392051368,4.849406866,1,6,1
0.10232013,4.939145702,1,5,1
0.512414461,5.25260536,1,3,1
0.675621417,4.267137032,0,4,1
0.839638227,4.674392302,1,6,1
-0.798932594,5.295390756,0,3,0
0.156730815,4.615380459,0,1,1
-0.382331347,4.546300768,1,5,1
-0.792567765,5.704798345,1,4,1
0.201185034,4.151182064,1,2,1
0.770088361,6.177517255,0,6,1
-0.280033165,5.738095246,1,1,0
-0.142855696,4.281961622,1,3,1
-0.778215073,3.892723126,0,2,0
0.389149408,5.521230249,1,2,1
-0.389357935,6.282335804,1,6,1
0.05003746,6.02376214,1,0,0
-0.982027717,4.332732038,0,5,0
0.010039573,5.348309504,1,2,1
-0.688955543,5.220981882,0,5,0
-0.163253999,4.093738716,1,0,0
-0.296066815,6.598620226,0,5,0
-0.818413928,4.313733311,0,0,0
-0.250219369,4.673892707,1,3,1
0.735413113,4.996590193,0,3,1
-0.464600721,5.325227177,0,5,0
-0.726493466,3.965292403,1,5,1
-0.081580209,4.674664136,0,2,0
0.399478223,4.550169981,0,3,0
0.893860459,5.493509533,1,0,1
0.530864151,2.822416871,1,0,1
-0.983684594,4.240274435,1,3,0
0.082108679,4.953515137,0,3,0
-0.215065318,4.966925455,0,5,0
0.080191482,5.852377857,1,0,1
-0.557221654,5.044000516,1,5,1
-0.533896934,3.01387206,1,2,0
-0.887862612,4.840726964,0,1,0
-0.522112887,4.132408445,1,5,1
-0.962592116,5.075300835,0,2,0
0.408579231,4.694809335,1,6,1
0.038794688,4.726218567,1,4,1
0.402118683,4.978410198,1,2,1
-0.158110206,6.063944246,0,2,0
-0.265117395,3.996555443,0,6,0
0.850596791,4.398707259,0,1,1
0.647196748,4.60974741,0,4,1
-0.724400988,5.187581247,0,4,0
-0.896064955,5.108687672,0,5,0
0.842579537,6.147363487,0,6,1
0.911727229,5.022327379,0,4,1
-0.268235857,4.982761948,0,1,0
0.24630461,4.452019689,0,1,0
-0.310216488,5.604266254,1,5,1
0.364000089,5.312985339,0,2,1
0.917781643,5.851514418,0,3,1
0.120812846,6.494374902,1,1,1
0.098312197,4.385248294,1,2,1
-0.584439062,5.425196457,0,0,0
-0.989167307,5.197597117,0,2,0
-0.343449811,4.502192089,1,1,0
0.041373556,5.913639199,1,1,0
-0.252801397,5.45027265,0,2,0
-0.164224561,4.450733578,0,5,0
0.478111428,3.915281595,1,3,1
0.110935215,4.267374906,1,2,1
-0.85855436,4.837850675,0,5,0
-0.502855391,5.396004606,1,2,1
-0.497574353,4.203487757,0,3,0
0.627475726,3.796728882,1,6,1
0.826871235,4.201164897,0,4,1
0.29560889,5.171138979,0,0,0
-0.207554646,4.460398017,1,2,1
0.504854732,4.602031723,0,3,1
-0.197418813,4.502928042,1,1,0
0.602587889,5.217802507,1,0,1
-0.912683421,5.058655603,1,1,0
-0.943705082,5.44364009,0,3,0
-0.599805763,4.617685993,0,6,0
0.990817753,5.005603173,0,1,1
0.615616032,5.382437313,0,0,1
-0.547999531,5.632208704,1,0,0
0.153878532,4.59709968,1,5,1
0.960757098,4.636115294,1,3,1
-0.751047047,4.481113103,0,3,0
-0.466527242,4.888515829,0,5,0
-0.458783611,5.123902337,1,6,1
-0.524191857,4.811853972,1,3,1
-0.35487346,4.14147061,1,6,1
0.692096891,5.301958266,0,0,1
